Tarih,Fon Kodu,Fon Adı,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
3/1/2024,RTA,ROTA PORTFÖY ONİKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,006977","2691098708,00",17,"2709874244,44"
3/1/2024,RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"3,697504","24835519,00",1114,"91829442,07"
3/1/2024,RUH,RE-PIE PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,27374","16488439,00",16,"21001976,96"
3/1/2024,RYA,ALLBATROSS PORTFÖY ARYA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"1,075014","300748800,00",1,"323309174,37"
3/1/2024,RYF,ROTA PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,818964","197641401,00",54,"359502611,27"
3/1/2024,SAS,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/1/2024,SHS,AZİMUT PORTFÖY SENTEZ HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"1,761884","579001129,00",5,"1020132622,19"
3/1/2024,SLN,ALLBATROSS PORTFÖY ASLAN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/1/2024,SSE,ATLAS PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"0,536567","69928,00",11,"37521,09"
3/1/2024,STZ,STRATEJİ PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"12,430532","22227891,00",61,"276304506,66"
3/1/2024,ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"156,611547","5651419,15",6238,"885077497,31"
2/2/2024,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"5,38","377404323,00",32201,"2.029.749.856,41"
3/1/2024,THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,671345","16903374,00",406,"28251374,44"
3/1/2024,THH,DENİZ PORTFÖY CCO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"57,681138","36299144,00",1,"2093775917,34"
2/12/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,71","2862621360,00",17644,"2.028.211.712,36"
3/21/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,73","2763606861,00",17204,"2.027.636.555,96"
3/4/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,71","2871783313,00",17708,"2.026.796.670,95"
3/1/2024,TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"39,520812","33784459,00",9319,"1335189267,43"
3/1/2024,TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"18,509059","11442470,00",571,"211789349,26"
3/1/2024,TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"11,738045","8416852,00",1856,"98797390,93"
2/7/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,71","2841443512,00",17488,"2.026.760.461,46"
3/1/2024,TMH,ALLBATROSS PORTFÖY ATMACA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/1/2024,TPR,İŞ PORTFÖY PY HİSSE SENEDİ (TL) ÖZEL FONU (HİSSE SENEDİ YOĞUN FON),"0,259887","1480236138,00",3,"384693897,72"
3/1/2024,TRN,AZİMUT PORTFÖY CO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"3,996976","365247710,00",1,"1459886275,39"
4/5/2024,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,"0,18","11382967523,00",33424,"2.026.067.996,40"
3/1/2024,TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"1,291672","842767227,44",7731,"1088578689,90"
3/1/2024,TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"1,634191","485570342,69",7562,"793514572,53"
3/1/2024,T3B,TERA PORTFÖY ÜÇÜNCÜ  HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN),"1,165918","9297955,00",28,"10840657,45"
3/1/2024,UGL,HEDEF PORTFÖY ZÜMRÜT HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"5,8948","116602,00",1,"687345,44"
3/1/2024,UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),"18,77285","5151120,00",663,"96701203,52"
3/1/2024,VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,125034","129957785,00",7678,"146206912,16"
3/1/2024,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"730,08","2772492,79",12329,"2.024.155.061,57"
4/16/2024,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,"0,18","11419560057,00",33647,"2.020.795.823,72"
3/1/2024,YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"5,154147","150937895,00",1602,"777956156,46"
2/9/2024,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"715,73","2823108,79",11775,"2.020.582.591,02"
4/3/2024,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,"0,18","11478516528,00",33388,"2.019.804.700,07"
3/18/2024,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"710,37","2843233,79",11909,"2.019.760.952,44"
4/4/2024,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,"0,18","11423318837,00",33410,"2.016.571.963,11"
2/23/2024,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"10,34","194906706,00",15762,"2.015.156.594,75"
3/1/2024,YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"5,005285","68532682,00",3925,"343025586,71"
3/1/2024,YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,846252","14366004,00",310,"26523262,73"
3/1/2024,YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),"6,380895","34825276,00",4029,"222216418,88"
3/1/2024,ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"8,373047","47500900,00",6327,"397727284,34"
3/1/2024,ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"7,038332","23495900,00",2825,"165371951,67"
3/1/2024,ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),"7,85241","41633400,00",5090,"326922508,28"
3/1/2024,ZPE,ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"19,665454","33994500,84",6984,"668517292,51"
3/1/2024,ZSF,ZİRAAT PORTFÖY S&amp;P/OIC COMCEC (İSEDAK) 50 SHARİAH ŞİRKETLERİ YABANCI HİSSE SENEDİ FONU,"31,770311","769963,00",1846,"24461964,11"
3/4/2024,AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"40,146691","31996633,00",3254,"1284558923,23"
3/4/2024,ABJ,ALLBATROSS PORTFÖY BENZ HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"0,807933","668008755,00",1,"539706372,02"
3/4/2024,ACC,İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),"22,598907","3811815,00",1044,"86142851,61"
3/4/2024,ACK,İSTANBUL PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"0,3002","309908363,57",881,"93034546,89"
3/4/2024,AC7,A1 PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"3,477836","22606405,00",60,"78621364,60"
3/4/2024,AC8,A1 PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"37,207071","23912789,00",58,"889724834,16"
3/12/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,72","2779853941,00",17589,"2.014.381.615,68"
3/4/2024,AEV,ALLBATROSS PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,209795","2431562,00",187,"2941691,81"
3/27/2024,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"713,30","2823806,79",11729,"2.014.221.745,18"
4/25/2024,TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,49","4103632587,00",31041,"2.013.539.244,01"
4/15/2024,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,"0,18","11421976197,00",33504,"2.013.322.567,69"
4/9/2024,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,"0,18","11413849402,00",33519,"2.012.451.004,93"
3/4/2024,AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),"19,866299","4548152,00",3142,"90354945,55"
3/15/2024,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"707,98","2840173,79",11930,"2.010.786.226,49"
2/9/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,71","2846569178,00",17646,"2.010.652.718,97"
3/27/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,78","2581049494,00",17242,"2.010.639.166,61"
3/4/2024,AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,081276","13087895,00",425,"14151628,73"
3/20/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,73","2765675372,00",17254,"2.010.477.057,19"
3/4/2024,AP6,A1 PORTFÖY ALTINCI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"4,183516","7435278,00",60,"31105600,95"
3/4/2024,AP7,A1 PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"0,797736","75482473,00",60,"60215114,20"
3/4/2024,ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"2,325821","31980901,00",1332,"74381859,70"
3/4/2024,AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"12,909555","14527637,00",6269,"187545331,69"
3/4/2024,BAC,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/4/2024,BDI,A1 PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"0,845756","155855949,00",93,"131816096,64"
3/4/2024,BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/4/2024,BHE,AK PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,033871","4242250,00",34,"4385938,39"
3/4/2024,BHH,A1 PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"3,662375","936193809,00",93,"3428692906,74"
3/4/2024,BHI,BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,091583","37504086,00",108,"40938813,63"
3/4/2024,BID,QNB FİNANS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"2,311391","170068272,00",4267,"393094242,26"
3/4/2024,BIH,A1 PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,708551","99742285,00",261,"170414776,31"
3/4/2024,BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,27819","88206117,00",3555,"112744211,31"
3/4/2024,BSE,A1 PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,185142","413983701,00",71,"490629614,32"
3/4/2024,BST,A1 PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"5,501331","6765542,00",480,"37219486,88"
3/4/2024,BUL,AKTİF PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"0,997695","8051004,00",589,"8032447,61"
3/4/2024,BUT,AZİMUT PORTFÖY BULUT HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"1,373424","678656497,00",5,"932083053,73"
3/14/2024,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"713,74","2816346,79",11981,"2.010.129.601,58"
3/4/2024,BVH,BV PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/4/2024,BVM,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"3,088928","19818069,00",68,"61216583,86"
3/4/2024,CSH,A1 PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"2,797267","82093525,00",69,"229637475,87"
3/4/2024,DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"2,187033","189159200,00",2721,"413697383,29"
3/4/2024,DHJ,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"5,498904","98945320,00",9080,"544090809,79"
3/4/2024,DHS,DENİZ PORTFÖY CC HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"380,148782","3014226,00",1,"1145854342,43"
3/4/2024,DKH,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,94043","21474253,00",1224,"41669288,11"
3/4/2024,DLD,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"4,600332","12353868,00",748,"56831889,61"
3/4/2024,DNA,DENİZ PORTFÖY ANATOLİA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"3,742901","307448530,00",6,"1150749317,53"
3/4/2024,DPT,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON ),"10,46267","17242274,00",4535,"180400221,09"
3/4/2024,DRH,A1 PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,09782","127750550,00",94,"140247048,10"
3/4/2024,DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"2,423322","119795584,00",4426,"290303251,80"
3/4/2024,DUH,HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/4/2024,DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"1,225229","36198032,00",1956,"44350870,13"
3/4/2024,DZE,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"0,619498","293742400,00",3535,"181972814,92"
3/4/2024,EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),"61,449273","5860084,80",7104,"360097947,78"
3/4/2024,EHS,AZİMUT PORTFÖY ERCİYES HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"5,199596","237952886,00",3,"1237258818,55"
3/4/2024,EID,QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON),"1,158839","203289223,00",4398,"235579532,79"
3/4/2024,ELZ,QİNVEST PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"7,899633","17368555,00",922,"137205206,60"
3/4/2024,FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,249936","576916408,00",5588,"721108489,62"
3/4/2024,FPH,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"20,333583","101260187,00",8536,"2058982405,46"
3/4/2024,FPR,STRATEJİ PORTFÖY FOREST HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"5,679826","13365696,00",25,"75914827,28"
3/4/2024,FSG,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"2,259018","227653144,00",707,"514272605,31"
3/4/2024,FS3,FONERİA PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,115433","723768,00",12,"807315,06"
3/4/2024,FS5,FONERİA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
4/3/2024,ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"4,68","428822198,00",62773,"2.007.093.318,24"
3/4/2024,FYD,QNB FİNANS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"6,685319","305035404,08",6340,"2039259024,93"
3/4/2024,FYF,STRATEJİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN),"0,049344","340948582,00",6,"16823610,02"
2/12/2024,TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,85","2355358886,00",41336,"2.006.803.821,17"
3/4/2024,GAF,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"0,929628","200349011,00",1903,"186249975,55"
3/4/2024,GBG,INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU,"0,250805","515786040,00",5241,"129361530,71"
3/4/2024,GBH,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"2,38751","674163150,00",3725,"1609571027,77"
3/4/2024,GCD,ATLAS PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"2,361762","24586738,00",7,"58068030,89"
2/19/2024,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"10,22","196259331,00",15299,"2.006.613.343,97"
3/4/2024,GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,934051","11680748,00",1830,"22591164,70"
3/4/2024,GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"2,065013","13246625,00",407,"27354448,63"
3/4/2024,GKL,GARANTİ PORTFÖY YF HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),"8,120784","56249207,00",4,"456787666,48"
3/4/2024,GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"4,386941","46177112,00",4758,"202576263,80"
3/4/2024,GLG,GLOBAL MD PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"4,310733","2289293,00",160,"9868530,82"
3/4/2024,GL1,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"766,158669","3788025,00",1716,"2902228193,77"
3/27/2024,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,"0,18","11169487134,00",33300,"2.006.357.092,44"
3/28/2024,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"712,76","2814322,79",11692,"2.005.931.197,24"
3/4/2024,GO9,FONERİA PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"1,249098","26854076,00",598,"33543361,14"
3/4/2024,GSP,AZİMUT PYŞ KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"0,273219","9283654418,00",8725,"2536474372,11"
3/19/2024,TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"705,45","2843141,79",11908,"2.005.688.643,13"
2/8/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,71","2840937841,00",17607,"2.004.088.733,57"
3/4/2024,GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"6,862328","47658143,00",3218,"327045804,98"
3/4/2024,HAT,HEDEF PORTFÖY ATLAS İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/4/2024,HBU,HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),"0,788625","129664900,00",1644,"102256934,23"
3/4/2024,HBV,HEDEF PORTFÖY DORUK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"17,400725","44348332,00",50,"771693141,64"
3/4/2024,HDA,HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,161005","473816354,00",1183,"550103020,43"
3/4/2024,HDH,HEDEF PORTFÖY DOĞU HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"410,21833","2263952,00",47,"928714607,57"
3/4/2024,HDK,HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,307178","9536104,00",225,"12465381,59"
3/4/2024,HEH,HEDEF PORTFÖY ALGO EVEREST İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,158156","242184739,00",25,"280487753,04"
3/4/2024,HFI,HEDEF PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/4/2024,HGH,HEDEF PORTFÖY GÜNEŞ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"2,626296","41377819,00",45,"108670407,67"
3/4/2024,HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"1,904198","29845519,00",1989,"56831781,96"
3/4/2024,HIM,HEDEF PORTFÖY İKİNCİ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"1,448991","119524172,00",19,"173189439,34"
3/4/2024,HIN,HEDEF PORTFÖY İNCİ HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,"0,00",0,"0,00"
3/4/2024,HIS,HEDEF PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),"1,789974","50384740,00",23,"90187364,13"
3/4/2024,HJA,AZİMUT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),"6,61006","31728954,00",1,"209730292,40"
3/11/2024,ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),"0,72","2774828769,00",17469,"2.002.695.687,21"
